#FILE	NUM_FOUND	ARR-3_4	ARR-8_1	CmlA7_1	CmlA9_1	FloR_4	FloR_9	OqxA_1	OqxB_1	TOprJ3_1	aac(3)-IIa_1	aac(3)-IId_1	aac(3)-Ia_1	aac(3)-VIa_2	aac(6')-31_1	aac(6')-IIa_1	aac(6')-IIc_1	aac(6')-Ib-Hangzhou_1	aac(6')-Ib-cr_1	aac(6')-Ib_1	aac(6')-Ii_1	aac(6')-Il_1	aac(6')-Im_1	aac(6')-Ir_1	aac(6')-aph(2'')_1	aadA10_1	aadA10_2	aadA11_1	aadA11_2	aadA13_1	aadA14_1	aadA16_1	aadA17_1	aadA1_2	aadA1_3	aadA1_5	aadA2_1	aadA5_1	aadA6_1	aadA7_1	aadA8b_1	aadD_1	ampS_1	ant(2'')-Ia_1	ant(2'')-Ia_20	ant(3'')-Ia_1	ant(6)-Ia_1	ant(6)-Ia_2	ant(6)-Ia_3	aph(2'')-Ib_3	aph(3'')-Ib_2	aph(3'')-Ib_5	aph(3')-III_1	aph(3')-Ia_1	aph(3')-Ia_7	aph(3')-VI_1	aph(3')-VIa_1	aph(3')-VIb_1	aph(6)-Id_1	blaACI-1_1	blaACT-4_2	blaADC-25_1	blaAER-1_1	blaBEL-1_1	blaBRO-2_1	blaCARB-8_1	blaCEPH-A3_1	blaCMY-1_1	blaCMY-48_1	blaCMY-65_1	blaCMY-8b_1	blaCTX-M-36_1	blaCTX-M-3_1	blaFOX-1_1	blaFOX-2_1	blaFOX-5_1	blaFOX-9_1	blaGES-11_1	blaGES-14_1	blaGES-1_1	blaGES-20_1	blaGES-2_1	blaGES-5_1	blaIMP-16_1	blaIMP-1_1	blaIMP-28_1	blaIMP-33_1	blaIMP-54_1	blaIMP-5_1	blaKLUC-2_1	blaLCR-1_1	blaMOX-6_1	blaNPS_1	blaOXA-101_1	blaOXA-10_1	blaOXA-1186_1	blaOXA-119_1	blaOXA-129_1	blaOXA-13_1	blaOXA-1_1	blaOXA-205_1	blaOXA-209_1	blaOXA-20_1	blaOXA-20_2	blaOXA-211_1	blaOXA-212_1	blaOXA-21_1	blaOXA-224_1	blaOXA-256_1	blaOXA-280_1	blaOXA-281_1	blaOXA-296_1	blaOXA-299_1	blaOXA-2_1	blaOXA-333_1	blaOXA-334_1	blaOXA-347_1	blaOXA-372_1	blaOXA-373_1	blaOXA-392_1	blaOXA-3_1	blaOXA-427_1	blaOXA-459_1	blaOXA-464_1	blaOXA-46_1	blaOXA-490_1	blaOXA-491_1	blaOXA-4_1	blaOXA-549_1	blaOXA-58_1	blaOXA-5_1	blaOXA-72_1	blaOXA-9_1	blaPAU-1_1	blaPER-4_1	blaPLA1a_1	blaROB-1_1	blaSCO-1_1	blaSHV-129_1	blaSHV-12_1	blaTEM-104_1	blaTEM-116_1	blaTEM-122_1	blaTEM-141_1	blaTEM-1B_1	blaTER-2_1	blaTLA-1_1	blaVEB-1_1	blaVEB-1_3	blaVEB-3_1	cat(pC194)_1	catB2_1	catB3_2	catB8_1	catP_1	catQ_1	catS_1	cat_2	cepA_6	cfr(C)_2	cfxA3_1	cfxA5_1	cfxA6_1	cfxA_1	cmlB1_1	cml_1	cmx_1	cphA1_3	cphA4_1	dfrA10_1	dfrA12_4	dfrA12_8	dfrA14_5	dfrA15_1	dfrA15_2	dfrA1_10	dfrA1_3	dfrA1_8	dfrA21_1	dfrA27_1	dfrA3_1	dfrA5_1	dfrA6_2	dfrA7_5	dfrB1_1	dfrB4_1	dfrB6_1	dfrD_1	dfrG_1	ere(A)_2	ere(A)_6	ere(B)_1	ere(B)_2	ere(D)_1	erm(47)_1	erm(50)_1	erm(A)_2	erm(B)_1	erm(B)_10	erm(B)_12	erm(B)_15	erm(B)_18	erm(F)_1	erm(F)_3	erm(G)_1	erm(Q)_1	erm(X)_1	erm(X)_2	fosA2_1	fosA_2	fosE_1	lnu(A)_1	lnu(B)_2	lnu(C)_1	lnu(D)_1	lnu(F)_1	lnu(F)_2	lnu(F)_3	lnu(G)_1	lsa(E)_1	mcr-3.17_1	mcr-3.19_1	mcr-3.24_1	mcr-3.33_1	mcr-3.6_1	mcr-9.1_1	mef(A)_1	mef(A)_2	mef(A)_3	mef(A)_4	mef(B)_1	mef(C)_1	mph(A)_1	mph(A)_2	mph(E)_1	mph(F)_1	mph(G)_1	mph(N)_1	msr(D)_2	msr(D)_3	msr(E)_1	nimA_1	nimD_1	qnrB19_1	qnrD1_1	qnrS10_1	qnrS2_1	qnrVC1_1	qnrVC4_1	str_1	sul1_14	sul1_15	sul1_2	sul1_5	sul1_9	sul2_1	sul2_11	sul2_12	sul2_14	sul2_2	sul4_1	tet(32)_1	tet(32)_2	tet(36)_1	tet(39)_1	tet(39)_2	tet(40)_1	tet(40)_2	tet(44)_1	tet(44)_2	tet(A)_3	tet(A)_4	tet(A)_6	tet(B)_1	tet(C)_2	tet(C)_3	tet(E)_2	tet(E)_3	tet(G)_1	tet(G)_2	tet(M)_1	tet(M)_12	tet(M)_4	tet(M)_5	tet(M)_7	tet(M)_8	tet(O)_1	tet(O)_2	tet(O)_3	tet(O/W)_4	tet(Q)_1	tet(Q)_3	tet(S)_3	tet(W)_1	tet(W)_3	tet(W)_4	tet(W)_5	tet(X)_1	tet(X)_2	tetA(P)_3	tetB(P)_1	tmexC2_1	tmexC3_1	tmexD2_1	tmexD3_1
/home/user/ww_amr_batch/amr_results/SRR2938321_resfinder.tsv	14	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	85.46	.	.	.	.	.	.	.	86.69	.	.	.	.	.	.	.	.	.	.	74.86	.	74.00	.	.	.	.	.	.	.	71.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	88.48	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.51	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	98.62	.	.	.	.	.	.	.	.	.	.	.	98.99	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	77.29	.	.	.	.	.	.	.	.	.	96.46	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938322_resfinder.tsv	31	.	.	.	.	70.78	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	99.27	86.57	.	.	.	.	.	.	.	82.51	.	.	100.00	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	61.70	.	.	.	.	.	.	.	.	95.41	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	91.47	.	.	.	.	.	.	100.00	.	.	.	.	.	.	62.24	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	67.73	.	.	.	.	.	.	.	.	.	.	.	97.51	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00;71.52	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	88.08	.	100.00	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	60.52	100.00	.	.	.	.	.	.	.	.	79.51	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938323_resfinder.tsv	26	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	94.34	.	.	.	.	.	62.29	.	.	.	.	.	.	.	.	.	94.80	.	.	.	.	.	100.00	.	83.44	.	.	.	.	99.88	.	.	.	.	.	.	.	77.18	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	65.16	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	93.48	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	68.90	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.51	.	.	.	.	.	.	.	.	.	.	.	72.12	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	66.83	.	.	100.00	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	61.10	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938324_resfinder.tsv	8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	60.93	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	68.72	.	.	.	.	.	.	.	.	.	.	.	.	.	61.13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	88.59	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	75.12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938325_resfinder.tsv	6	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	62.74	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	64.36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.37	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938326_resfinder.tsv	48	.	.	.	93.50	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	79.85	100.00	.	86.59	.	.	.	.	.	95.88	.	.	100.00;99.19	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	71.79	.	.	.	.	.	.	.	.	.	60.61	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	63.53	.	.	.	79.28	.	.	93.26	.	63.58	.	.	.	.	.	.	.	64.59	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	68.27	.	100.00	.	.	100.00	.	.	.	81.12	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	99.87	.	.	.	89.43	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	70.20	.	.	.	.	.	.	100.00	.	87.57	.	.	.	100.00	.	89.49	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	66.05	.	.	.	66.82	.	.	.	100.00	100.00	.	70.62	.	.	.	.	100.00	.	.	.	.	64.12	77.89	.	.	60.05	.	.	.	67.97	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938327_resfinder.tsv	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	82.00	.	.	.	.	99.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	88.54	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938328_resfinder.tsv	17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	77.34	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	.	77.90	.	.	.	.	.	.	99.88	.	.	.	.	.	.	.	61.65	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	66.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	70.26	.	.	100.00	.	99.44	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	77.70	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	80.00	.	.	.	.	.	.	91.51	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938329_resfinder.tsv	28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.58	75.77	.	.	.	.	75.47	.	.	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	80.85	.	.	.	.	.	.	.	66.91	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	85.78	.	.	.	75.98	85.26	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	62.42	.	61.67	100.00	.	.	.	.	.	100.00	.	.	62.64	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	66.05	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	73.02	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938330_resfinder.tsv	19	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	95.17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	85.84	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	84.33	.	.	.	.	.	.	.	74.43	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	69.69	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	63.65	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	99.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	60.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	71.35	65.84	.	.	.	70.42	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938331_resfinder.tsv	21	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.70	.	.	.	.	.	.	.	.	84.86	.	.	.	.	.	.	.	.	93.62	.	.	.	.	99.88	.	.	.	.	.	.	.	88.17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	83.65	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	82.07	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	76.62	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.87	.	.	.	100.00	.	.	.	.	.	.	.	76.25	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	69.69	100.00	.	.	.	.	.	.	.	.	81.46	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938332_resfinder.tsv	36	.	.	.	.	.	.	.	.	.	.	.	.	61.90	.	.	100.00	.	.	100.00	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	90.78	.	99.27	67.43	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	66.67	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	71.27	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	93.26	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	84.69	.	.	.	.	.	.	82.92	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	72.63	82.23	.	100.00	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	66.05	.	.	.	.	.	.	.	98.82	90.99	.	.	.	64.75	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	82.92	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938333_resfinder.tsv	36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	94.21	.	.	.	94.92	.	.	.	.	.	.	.	.	.	.	.	100.00	.	82.61	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	96.08	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	92.63	.	.	.	.	.	.	81.12	.	100.00	.	.	.	.	.	.	.	.	.	.	.	70.08	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00;100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	67.48	80.57	.	100.00	.	95.14	.	.	100.00	100.00	.	.	.	.	.	.	62.71	.	.	.	.	.	100.00	.	.	.	66.05	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	71.15	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938334_resfinder.tsv	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	74.76	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	98.28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938335_resfinder.tsv	57	69.24	.	98.33	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	95.71	.	100.00	.	.	.	.	.	.	.	100.00	.	67.26	.	.	.	.	81.93	100.00	100.00	83.08	.	.	.	100.00	.	82.51	.	.	100.00	.	99.88	.	69.43	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	68.17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	73.84	.	.	.	.	.	100.00	.	74.38	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	61.79	.	.	70.98	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	91.73	.	.	.	.	.	.	.	.	.	.	100.00	100.00	71.11;100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	64.78	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	.	.	69.47;100.00	100.00	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	66.05	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	90.57	.	.	.	100.00	.	.	.	74.82	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938336_resfinder.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
