#FILE	NUM_FOUND	ARR-3_4	ARR-8_1	CmlA7_1	CmlA9_1	FloR_4	FloR_9	OqxA_1	OqxB_1	TOprJ3_1	aac(3)-IIa_1	aac(3)-IId_1	aac(3)-Ia_1	aac(3)-VIa_2	aac(6')-31_1	aac(6')-IIa_1	aac(6')-IIc_1	aac(6')-Ib-Hangzhou_1	aac(6')-Ib-cr_1	aac(6')-Ib_1	aac(6')-Ii_1	aac(6')-Il_1	aac(6')-Im_1	aac(6')-Ir_1	aac(6')-aph(2'')_1	aadA10_1	aadA10_2	aadA11_1	aadA11_2	aadA13_1	aadA14_1	aadA16_1	aadA17_1	aadA1_2	aadA1_3	aadA1_5	aadA2_1	aadA5_1	aadA6_1	aadA7_1	aadA8b_1	aadD_1	ampS_1	ant(2'')-Ia_1	ant(2'')-Ia_20	ant(3'')-Ia_1	ant(6)-Ia_1	ant(6)-Ia_2	ant(6)-Ia_3	aph(2'')-Ib_3	aph(3'')-Ib_2	aph(3'')-Ib_5	aph(3')-III_1	aph(3')-Ia_1	aph(3')-Ia_7	aph(3')-VI_1	aph(3')-VIa_1	aph(3')-VIb_1	aph(6)-Id_1	blaACI-1_1	blaACT-4_2	blaADC-25_1	blaAER-1_1	blaBEL-1_1	blaBRO-2_1	blaCARB-8_1	blaCEPH-A3_1	blaCMY-1_1	blaCMY-48_1	blaCMY-65_1	blaCMY-8b_1	blaCTX-M-36_1	blaCTX-M-3_1	blaFOX-1_1	blaFOX-2_1	blaFOX-5_1	blaFOX-9_1	blaGES-11_1	blaGES-14_1	blaGES-1_1	blaGES-20_1	blaGES-2_1	blaGES-5_1	blaIMP-16_1	blaIMP-1_1	blaIMP-28_1	blaIMP-33_1	blaIMP-54_1	blaIMP-5_1	blaKLUC-2_1	blaLCR-1_1	blaMOX-6_1	blaNPS_1	blaOXA-101_1	blaOXA-10_1	blaOXA-1186_1	blaOXA-119_1	blaOXA-129_1	blaOXA-13_1	blaOXA-1_1	blaOXA-205_1	blaOXA-209_1	blaOXA-20_1	blaOXA-20_2	blaOXA-211_1	blaOXA-212_1	blaOXA-21_1	blaOXA-224_1	blaOXA-256_1	blaOXA-280_1	blaOXA-281_1	blaOXA-296_1	blaOXA-299_1	blaOXA-2_1	blaOXA-333_1	blaOXA-334_1	blaOXA-347_1	blaOXA-372_1	blaOXA-373_1	blaOXA-392_1	blaOXA-3_1	blaOXA-427_1	blaOXA-459_1	blaOXA-464_1	blaOXA-46_1	blaOXA-490_1	blaOXA-491_1	blaOXA-4_1	blaOXA-549_1	blaOXA-58_1	blaOXA-5_1	blaOXA-72_1	blaOXA-9_1	blaPAU-1_1	blaPER-4_1	blaPLA1a_1	blaROB-1_1	blaSCO-1_1	blaSHV-129_1	blaSHV-12_1	blaTEM-104_1	blaTEM-116_1	blaTEM-122_1	blaTEM-141_1	blaTEM-1B_1	blaTER-2_1	blaTLA-1_1	blaVEB-1_1	blaVEB-1_3	blaVEB-3_1	cat(pC194)_1	catB2_1	catB3_2	catB8_1	catP_1	catQ_1	catS_1	cat_2	cepA_6	cfr(C)_2	cfxA3_1	cfxA5_1	cfxA6_1	cfxA_1	cmlB1_1	cml_1	cmx_1	cphA1_3	cphA4_1	dfrA10_1	dfrA12_4	dfrA12_8	dfrA14_5	dfrA15_1	dfrA15_2	dfrA1_10	dfrA1_3	dfrA1_8	dfrA21_1	dfrA27_1	dfrA3_1	dfrA5_1	dfrA6_2	dfrA7_5	dfrB1_1	dfrB4_1	dfrB6_1	dfrD_1	dfrG_1	ere(A)_2	ere(A)_6	ere(B)_1	ere(B)_2	ere(D)_1	erm(47)_1	erm(50)_1	erm(A)_2	erm(B)_1	erm(B)_10	erm(B)_12	erm(B)_15	erm(B)_18	erm(F)_1	erm(F)_3	erm(G)_1	erm(Q)_1	erm(X)_1	erm(X)_2	fosA2_1	fosA_2	fosE_1	lnu(A)_1	lnu(B)_2	lnu(C)_1	lnu(D)_1	lnu(F)_1	lnu(F)_2	lnu(F)_3	lnu(G)_1	lsa(E)_1	mcr-3.17_1	mcr-3.19_1	mcr-3.24_1	mcr-3.33_1	mcr-3.6_1	mcr-9.1_1	mef(A)_1	mef(A)_2	mef(A)_3	mef(A)_4	mef(B)_1	mef(C)_1	mph(A)_1	mph(A)_2	mph(E)_1	mph(F)_1	mph(G)_1	mph(N)_1	msr(D)_2	msr(D)_3	msr(E)_1	nimA_1	nimD_1	qnrB19_1	qnrD1_1	qnrS10_1	qnrS2_1	qnrVC1_1	qnrVC4_1	str_1	sul1_14	sul1_15	sul1_2	sul1_5	sul1_9	sul2_1	sul2_11	sul2_12	sul2_14	sul2_2	sul4_1	tet(32)_1	tet(32)_2	tet(36)_1	tet(39)_1	tet(39)_2	tet(40)_1	tet(40)_2	tet(44)_1	tet(44)_2	tet(A)_3	tet(A)_4	tet(A)_6	tet(B)_1	tet(C)_2	tet(C)_3	tet(E)_2	tet(E)_3	tet(G)_1	tet(G)_2	tet(M)_1	tet(M)_12	tet(M)_4	tet(M)_5	tet(M)_7	tet(M)_8	tet(O)_1	tet(O)_2	tet(O)_3	tet(O/W)_4	tet(Q)_1	tet(Q)_3	tet(S)_3	tet(W)_1	tet(W)_3	tet(W)_4	tet(W)_5	tet(X)_1	tet(X)_2	tetA(P)_3	tetB(P)_1	tmexC2_1	tmexC3_1	tmexD2_1	tmexD3_1
/home/user/ww_amr_batch/amr_results/SRR2938127_resfinder.tsv	6	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	62.77	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	83.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	80.19	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938128_resfinder.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938129_resfinder.tsv	41	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	95.02	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	67.17	.	.	.	.	97.85	.	.	.	.	.	100.00	.	61.83	.	.	100.00	.	99.88	.	76.86	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	83.15	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.75	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	100.00	.	.	.	.	76.28	.	100.00	.	.	.	.	74.64	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	64.21	.	.	.	.	.	.	.	.	.	.	97.51	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00;100.00	.	.	71.78	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	.	.	.	.	67.55	100.00	.	.	100.00	.	.	.	65.75	.	.	.	.	.	100.00	.	60.91	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938130_resfinder.tsv	29	.	.	.	.	.	.	.	.	.	.	.	86.14	.	.	.	93.81	.	100.00	.	.	100.00	.	.	.	.	.	98.11	.	.	.	.	.	.	.	.	.	84.79	.	.	.	.	.	100.00	.	.	.	.	88.24	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	70.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	83.04	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.84	.	.	.	.	.	.	84.69	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	80.46	.	100.00	.	.	.	.	60.66	100.00	.	.	63.57	.	.	.	.	.	.	.	.	.	100.00	.	.	.	63.36	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938131_resfinder.tsv	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	83.83	.	.	.	.	.	99.28	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	71.17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	75.37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938132_resfinder.tsv	20	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	73.03	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	85.35	.	.	.	.	.	.	.	.	.	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	84.55	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	72.45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	62.87	.
/home/user/ww_amr_batch/amr_results/SRR2938311_resfinder.tsv	19	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	68.05	.	.	.	.	.	.	.	.	.	.	.	.	.	99.25	.	.	.	.	.	.	99.88	.	66.16	.	.	.	.	.	99.16	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.08	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.87	.	.	.	.	.	.	.	.	.	.	.	81.82	100.00	.	.	.	.	.	.	.	.	.	.	.	79.47	.	.	.	.	.	.	.	100.00	.	.	.	.	99.66	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	99.58	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938312_resfinder.tsv	22	.	.	.	.	.	.	.	.	.	.	.	90.64	.	.	.	.	.	.	95.71	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	89.86	.	.	.	.	.	100.00	.	82.51	.	.	.	.	99.88	.	.	.	.	.	.	.	94.98	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	70.40	70.66	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	94.72	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	82.66	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	64.02	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	100.00	99.92	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938313_resfinder.tsv	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	69.98	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	75.51;71.60	.	.	100.00	.	99.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	86.63	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	99.92	70.43	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938314_resfinder.tsv	20	.	.	.	60.33	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	85.30	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	62.67	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	87.20	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	75.23	89.74	.	94.96	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	96.50	.	.	.	.	.	.	.	.	.	82.22	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	63.25	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	98.85	.	.	.	.	.	.	.	.	.	.	68.09	.	68.22	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	60.94	.	.	.	.	.	.	.	93.65	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938315_resfinder.tsv	12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	70.58	.	.	.	89.10	.	.	.	.	.	100.00	.	.	.	.	.	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	75.25	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	98.91	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938316_resfinder.tsv	18	.	.	.	88.97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	87.24	.	.	100.00	.	99.88	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	89.01	.	.	64.03	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	82.02	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	79.22	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	85.71	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	67.29	.	.	.	73.28	.	.	.	.	.	.	79.11	.	.	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938317_resfinder.tsv	18	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	82.10	.	.	100.00	.	70.52	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	65.16	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	86.22	.	.	87.53	.	.	99.50	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	62.42	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	88.93	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	60.31	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938318_resfinder.tsv	8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.64	.	.	.	.	.	.	.	.	.	.	.	93.28	.	.	.	.	.	.	.	81.84	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	68.36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	68.07	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938319_resfinder.tsv	12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	80.20	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	98.04	.	99.88	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	86.41	.	.	61.63	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	92.55	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	62.94	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	93.28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	95.47	.	.	67.19	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.
/home/user/ww_amr_batch/amr_results/SRR2938320_resfinder.tsv	12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	71.30	.	.	.	.	99.88	.	99.62	.	.	.	.	.	62.84	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.71	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	91.86	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.
